stem,image,width_px,height_px,bbox_count
CH240-116-_jpg.rf.949df27246c88c9db026192d027cfeb3,train\images\CH240-116-_jpg.rf.949df27246c88c9db026192d027cfeb3.jpg,640,640,54
CH240-117-_jpg.rf.44bbcc2dcf7d97319291b3b770e7259e,train\images\CH240-117-_jpg.rf.44bbcc2dcf7d97319291b3b770e7259e.jpg,640,640,55
CH240-118-_jpg.rf.e8e381298a2adf2934b56e29e3cd0fa0,train\images\CH240-118-_jpg.rf.e8e381298a2adf2934b56e29e3cd0fa0.jpg,640,640,53
CH240-119-_jpg.rf.53db28e3251b2b9c14c9ae1e59831389,train\images\CH240-119-_jpg.rf.53db28e3251b2b9c14c9ae1e59831389.jpg,640,640,54
CH240-12-_jpg.rf.c61b022f735b5898f58f88073236259e,train\images\CH240-12-_jpg.rf.c61b022f735b5898f58f88073236259e.jpg,640,640,54
CH240-120-_jpg.rf.d12c72a695169526e3235308442a81dc,train\images\CH240-120-_jpg.rf.d12c72a695169526e3235308442a81dc.jpg,640,640,49
CH240-121-_jpg.rf.d0d3e011e76685b9bc77868204a7dd6f,train\images\CH240-121-_jpg.rf.d0d3e011e76685b9bc77868204a7dd6f.jpg,640,640,55
CH240-122-_jpg.rf.55c4191285bb4d10f8a5199e8abd1088,train\images\CH240-122-_jpg.rf.55c4191285bb4d10f8a5199e8abd1088.jpg,640,640,47
CH240-123-_jpg.rf.2034bc2329b17f638f369cbd5a86cabe,train\images\CH240-123-_jpg.rf.2034bc2329b17f638f369cbd5a86cabe.jpg,640,640,54
CH240-124-_jpg.rf.6ec1bf89e9bdc903a68ae3e948093704,train\images\CH240-124-_jpg.rf.6ec1bf89e9bdc903a68ae3e948093704.jpg,640,640,53
CH240-125-_jpg.rf.6b05d51347f66b425ccdc86c7068a9c5,train\images\CH240-125-_jpg.rf.6b05d51347f66b425ccdc86c7068a9c5.jpg,640,640,52
CH240-126-_jpg.rf.503f6409912d91aaad10c09ecc8b623c,train\images\CH240-126-_jpg.rf.503f6409912d91aaad10c09ecc8b623c.jpg,640,640,53
CH240-127-_jpg.rf.56929d9a7fa5eebcda95d8fea6ff6b32,train\images\CH240-127-_jpg.rf.56929d9a7fa5eebcda95d8fea6ff6b32.jpg,640,640,51
CH240-128-_jpg.rf.53d12325c5b8a80903c0a3cbd36d386d,train\images\CH240-128-_jpg.rf.53d12325c5b8a80903c0a3cbd36d386d.jpg,640,640,53
CH240-129-_jpg.rf.f6394d93dce4098a409bcee7ae774865,train\images\CH240-129-_jpg.rf.f6394d93dce4098a409bcee7ae774865.jpg,640,640,53
CH240-13-_jpg.rf.ead87afe406383d859062b6b506c3fa8,train\images\CH240-13-_jpg.rf.ead87afe406383d859062b6b506c3fa8.jpg,640,640,53
CH240-130-_jpg.rf.134730740c22bd7aa3615b639794960d,train\images\CH240-130-_jpg.rf.134730740c22bd7aa3615b639794960d.jpg,640,640,56
CH240-131-_jpg.rf.a3c90f5dc43c500673f040baaa4c3aba,train\images\CH240-131-_jpg.rf.a3c90f5dc43c500673f040baaa4c3aba.jpg,640,640,55
CH240-132-_jpg.rf.6f0d732834f5ca2df689c3d302b13406,train\images\CH240-132-_jpg.rf.6f0d732834f5ca2df689c3d302b13406.jpg,640,640,55
CH240-133-_jpg.rf.ac4433ec36d9133746b800d8915044f6,train\images\CH240-133-_jpg.rf.ac4433ec36d9133746b800d8915044f6.jpg,640,640,53
CH240-134-_jpg.rf.7e165fee0326fc66d4c746a8f1982d67,train\images\CH240-134-_jpg.rf.7e165fee0326fc66d4c746a8f1982d67.jpg,640,640,53
CH240-135-_jpg.rf.beaea73bbb7dd2f15ee26695d1fa3959,train\images\CH240-135-_jpg.rf.beaea73bbb7dd2f15ee26695d1fa3959.jpg,640,640,51
CH240-136-_jpg.rf.0fd870bae9c0434ce27d916b0a160a19,train\images\CH240-136-_jpg.rf.0fd870bae9c0434ce27d916b0a160a19.jpg,640,640,55
CH240-137-_jpg.rf.14cfab5f2e0b45d4818e7e5dbbccbfe6,train\images\CH240-137-_jpg.rf.14cfab5f2e0b45d4818e7e5dbbccbfe6.jpg,640,640,55
CH240-138-_jpg.rf.52b45f0abeb21e241d8fd13ac192e12a,train\images\CH240-138-_jpg.rf.52b45f0abeb21e241d8fd13ac192e12a.jpg,640,640,55
CH240-139-_jpg.rf.f9a562b543ede41752d3e368bec0f3b2,train\images\CH240-139-_jpg.rf.f9a562b543ede41752d3e368bec0f3b2.jpg,640,640,54
CH240-14-_jpg.rf.738eee48635cfd434736e1448b1863c5,train\images\CH240-14-_jpg.rf.738eee48635cfd434736e1448b1863c5.jpg,640,640,54
CH240-140-_jpg.rf.5ff229e1388a9d3e5b63efa176f817b8,train\images\CH240-140-_jpg.rf.5ff229e1388a9d3e5b63efa176f817b8.jpg,640,640,55
CH240-141-_jpg.rf.61b35643b5422eaad2e53d750c2ec12b,train\images\CH240-141-_jpg.rf.61b35643b5422eaad2e53d750c2ec12b.jpg,640,640,54
CH240-142-_jpg.rf.363e3077bb720222696e4e0681c9de95,train\images\CH240-142-_jpg.rf.363e3077bb720222696e4e0681c9de95.jpg,640,640,54
CH240-143-_jpg.rf.212345d5ad9b5bf40ddaf97f2446116c,train\images\CH240-143-_jpg.rf.212345d5ad9b5bf40ddaf97f2446116c.jpg,640,640,55
CH240-144-_jpg.rf.05f94cab9e256b92e90df1d4a8f3fcaf,train\images\CH240-144-_jpg.rf.05f94cab9e256b92e90df1d4a8f3fcaf.jpg,640,640,52
CH240-145-_jpg.rf.ac62647d0b1356966508cd950c5ff91c,train\images\CH240-145-_jpg.rf.ac62647d0b1356966508cd950c5ff91c.jpg,640,640,53
CH240-146-_jpg.rf.da6f5c68be837687c125ad1ec2e2d2df,train\images\CH240-146-_jpg.rf.da6f5c68be837687c125ad1ec2e2d2df.jpg,640,640,50
CH240-147-_jpg.rf.e40c9d295332ede08e470c2f6e49cb7f,train\images\CH240-147-_jpg.rf.e40c9d295332ede08e470c2f6e49cb7f.jpg,640,640,53
CH240-148-_jpg.rf.718d8b87fba3bc2dde5235ab2837ff36,train\images\CH240-148-_jpg.rf.718d8b87fba3bc2dde5235ab2837ff36.jpg,640,640,52
CH240-149-_jpg.rf.44566999421b2df57b946dbe5f7c38ba,train\images\CH240-149-_jpg.rf.44566999421b2df57b946dbe5f7c38ba.jpg,640,640,55
CH240-15-_jpg.rf.44d4629ae143621288cc179c668a6070,train\images\CH240-15-_jpg.rf.44d4629ae143621288cc179c668a6070.jpg,640,640,54
CH240-150-_jpg.rf.4c2e96e731bac9c5519d2f926ea6981e,train\images\CH240-150-_jpg.rf.4c2e96e731bac9c5519d2f926ea6981e.jpg,640,640,55
CH240-151-_jpg.rf.ce397040746953e2341e5245dd67a09b,train\images\CH240-151-_jpg.rf.ce397040746953e2341e5245dd67a09b.jpg,640,640,53
CH240-152-_jpg.rf.60db7e91f5879746a1e2e1579dcc28ba,train\images\CH240-152-_jpg.rf.60db7e91f5879746a1e2e1579dcc28ba.jpg,640,640,54
CH240-153-_jpg.rf.f8bf9dc3a4fc774234563e8bb87c9589,train\images\CH240-153-_jpg.rf.f8bf9dc3a4fc774234563e8bb87c9589.jpg,640,640,51
CH240-154-_jpg.rf.c4f07f118be9f80485cfa9720877327c,train\images\CH240-154-_jpg.rf.c4f07f118be9f80485cfa9720877327c.jpg,640,640,54
CH240-155-_jpg.rf.b67c363dac34023fc19312ddd755eaff,train\images\CH240-155-_jpg.rf.b67c363dac34023fc19312ddd755eaff.jpg,640,640,54
CH240-156-_jpg.rf.3d59f302d83438d6106e50649eb5f20b,train\images\CH240-156-_jpg.rf.3d59f302d83438d6106e50649eb5f20b.jpg,640,640,54
CH240-157-_jpg.rf.74a66062fc36f34678e045e5a1092dfe,train\images\CH240-157-_jpg.rf.74a66062fc36f34678e045e5a1092dfe.jpg,640,640,51
CH240-158-_jpg.rf.2aee8b1f9f9f073b9f0562b1ae05a6ac,train\images\CH240-158-_jpg.rf.2aee8b1f9f9f073b9f0562b1ae05a6ac.jpg,640,640,56
CH240-159-_jpg.rf.3045be807ef47e5f016af5fa78d9707d,train\images\CH240-159-_jpg.rf.3045be807ef47e5f016af5fa78d9707d.jpg,640,640,55
CH240-16-_jpg.rf.95fcb1bb266ea69347064804784f50b0,train\images\CH240-16-_jpg.rf.95fcb1bb266ea69347064804784f50b0.jpg,640,640,53
CH240-160-_jpg.rf.44741764d84eed339091988ade16a99b,train\images\CH240-160-_jpg.rf.44741764d84eed339091988ade16a99b.jpg,640,640,55
CH240-161-_jpg.rf.a822ce52387af76579e599483bb18ace,train\images\CH240-161-_jpg.rf.a822ce52387af76579e599483bb18ace.jpg,640,640,51
CH240-162-_jpg.rf.108e6cd1ac24b226ac13475712a14bf4,train\images\CH240-162-_jpg.rf.108e6cd1ac24b226ac13475712a14bf4.jpg,640,640,54
CH240-163-_jpg.rf.9a95848ba52f1cb673378e426e6fc9f9,train\images\CH240-163-_jpg.rf.9a95848ba52f1cb673378e426e6fc9f9.jpg,640,640,54
CH240-164-_jpg.rf.212ecc0aa391784563374174e96bb343,train\images\CH240-164-_jpg.rf.212ecc0aa391784563374174e96bb343.jpg,640,640,53
CH240-165-_jpg.rf.b0b2b16ee1a0943f6196368d940e7163,train\images\CH240-165-_jpg.rf.b0b2b16ee1a0943f6196368d940e7163.jpg,640,640,54
CH240-166-_jpg.rf.5720127b0f01df1afbe11fd4662279db,train\images\CH240-166-_jpg.rf.5720127b0f01df1afbe11fd4662279db.jpg,640,640,53
CH240-167-_jpg.rf.3dc498ec5b29c964f52982dec478a90d,train\images\CH240-167-_jpg.rf.3dc498ec5b29c964f52982dec478a90d.jpg,640,640,52
CH240-168-_jpg.rf.6e052b811967b38894f4f8224b5ec7ed,train\images\CH240-168-_jpg.rf.6e052b811967b38894f4f8224b5ec7ed.jpg,640,640,53
CH240-169-_jpg.rf.fbf7e644563ed6f4d140d1d53983b316,train\images\CH240-169-_jpg.rf.fbf7e644563ed6f4d140d1d53983b316.jpg,640,640,52
CH240-17-_jpg.rf.e5dcfce66f79d04f8011b9479b1297ea,train\images\CH240-17-_jpg.rf.e5dcfce66f79d04f8011b9479b1297ea.jpg,640,640,51
CH240-170-_jpg.rf.6c3c0053d21d799e5f41cb71d3e7401f,train\images\CH240-170-_jpg.rf.6c3c0053d21d799e5f41cb71d3e7401f.jpg,640,640,51
CH240-171-_jpg.rf.39b9105382d46cdc26ff7c64eea523cb,train\images\CH240-171-_jpg.rf.39b9105382d46cdc26ff7c64eea523cb.jpg,640,640,53
CH240-172-_jpg.rf.ba7d7bf91a2fe74ae8be4f24fb22e468,train\images\CH240-172-_jpg.rf.ba7d7bf91a2fe74ae8be4f24fb22e468.jpg,640,640,52
CH240-173-_jpg.rf.2df212e226411ea223342b124b07cd15,train\images\CH240-173-_jpg.rf.2df212e226411ea223342b124b07cd15.jpg,640,640,54
CH240-174-_jpg.rf.d76c03f1f359f2d9987d0c23e22c226c,train\images\CH240-174-_jpg.rf.d76c03f1f359f2d9987d0c23e22c226c.jpg,640,640,54
CH240-175-_jpg.rf.91cf5c31f7895b0d71d7b78657886292,train\images\CH240-175-_jpg.rf.91cf5c31f7895b0d71d7b78657886292.jpg,640,640,51
CH240-176-_jpg.rf.541b7e89976d5feca2346ed3895cf02c,train\images\CH240-176-_jpg.rf.541b7e89976d5feca2346ed3895cf02c.jpg,640,640,56
CH240-177-_jpg.rf.dc111be63522f4d6ecd7199071414da3,train\images\CH240-177-_jpg.rf.dc111be63522f4d6ecd7199071414da3.jpg,640,640,53
CH240-178-_jpg.rf.4cecb4c1732e40b5a12ad2e029a93cb4,train\images\CH240-178-_jpg.rf.4cecb4c1732e40b5a12ad2e029a93cb4.jpg,640,640,54
CH240-179-_jpg.rf.c0ddf3a14b3fdda6540de85a730d744c,train\images\CH240-179-_jpg.rf.c0ddf3a14b3fdda6540de85a730d744c.jpg,640,640,50
CH240-18-_jpg.rf.9bce89a167433a1f3219abe42d40a27d,train\images\CH240-18-_jpg.rf.9bce89a167433a1f3219abe42d40a27d.jpg,640,640,58
CH240-180-_jpg.rf.b6f9a1f073fdbd3b476bfc1b3b8b5236,train\images\CH240-180-_jpg.rf.b6f9a1f073fdbd3b476bfc1b3b8b5236.jpg,640,640,50
CH240-181-_jpg.rf.2c4af2fc4391b66c0575cdb8e1351b17,train\images\CH240-181-_jpg.rf.2c4af2fc4391b66c0575cdb8e1351b17.jpg,640,640,54
CH240-182-_jpg.rf.ab7c19c241c363346aee5225c8f131ec,train\images\CH240-182-_jpg.rf.ab7c19c241c363346aee5225c8f131ec.jpg,640,640,54
CH240-183-_jpg.rf.50429bc2519e0ac0d22a7af395984d47,train\images\CH240-183-_jpg.rf.50429bc2519e0ac0d22a7af395984d47.jpg,640,640,53
CH240-184-_jpg.rf.5ceacc81a56ff652185f9feefb9c5221,train\images\CH240-184-_jpg.rf.5ceacc81a56ff652185f9feefb9c5221.jpg,640,640,55
CH240-185-_jpg.rf.197dc15649fd89fbd07f79ffd7b62733,train\images\CH240-185-_jpg.rf.197dc15649fd89fbd07f79ffd7b62733.jpg,640,640,54
CH240-186-_jpg.rf.e094edc68d10165857195fa805a22b82,train\images\CH240-186-_jpg.rf.e094edc68d10165857195fa805a22b82.jpg,640,640,55
CH240-187-_jpg.rf.c92ae01c0afaa1f0a67e9785abddc3d2,train\images\CH240-187-_jpg.rf.c92ae01c0afaa1f0a67e9785abddc3d2.jpg,640,640,54
CH240-188-_jpg.rf.6b7240e85478cf0cab5abd2d87cd765d,train\images\CH240-188-_jpg.rf.6b7240e85478cf0cab5abd2d87cd765d.jpg,640,640,56
CH240-189-_jpg.rf.bbbd56e68e0cdbfabceed715d1a2bbf9,train\images\CH240-189-_jpg.rf.bbbd56e68e0cdbfabceed715d1a2bbf9.jpg,640,640,55
CH240-19-_jpg.rf.2d336c3edd7875cb562f203a1977186a,train\images\CH240-19-_jpg.rf.2d336c3edd7875cb562f203a1977186a.jpg,640,640,51
CH240-190-_jpg.rf.cae88a8f6f9512c5831dc3e351f1ce88,train\images\CH240-190-_jpg.rf.cae88a8f6f9512c5831dc3e351f1ce88.jpg,640,640,53
CH240-191-_jpg.rf.9d089e06c68af5597f673483b50c3fb3,train\images\CH240-191-_jpg.rf.9d089e06c68af5597f673483b50c3fb3.jpg,640,640,54
CH240-192-_jpg.rf.52a8e5277de4985808cf7a46544777ef,train\images\CH240-192-_jpg.rf.52a8e5277de4985808cf7a46544777ef.jpg,640,640,55
CH240-193-_jpg.rf.caa79e4119329a9238cfc83eec6a279b,train\images\CH240-193-_jpg.rf.caa79e4119329a9238cfc83eec6a279b.jpg,640,640,55
CH240-194-_jpg.rf.2c4fba0a0fc4d2d589c6b8c409d09fdc,train\images\CH240-194-_jpg.rf.2c4fba0a0fc4d2d589c6b8c409d09fdc.jpg,640,640,53
CH240-195-_jpg.rf.1ea184519e6298918d7809f9e02a028a,train\images\CH240-195-_jpg.rf.1ea184519e6298918d7809f9e02a028a.jpg,640,640,54
CH240-196-_jpg.rf.5201dd54eee4493c6e42bc395282f0f1,train\images\CH240-196-_jpg.rf.5201dd54eee4493c6e42bc395282f0f1.jpg,640,640,53
CH240-197-_jpg.rf.3ef817b4a6dc462942e67b52e8dd4019,train\images\CH240-197-_jpg.rf.3ef817b4a6dc462942e67b52e8dd4019.jpg,640,640,52
CH240-198-_jpg.rf.6319aa6c98e456d4ebaf3fa67653d2c8,train\images\CH240-198-_jpg.rf.6319aa6c98e456d4ebaf3fa67653d2c8.jpg,640,640,53
CH240-199-_jpg.rf.6e5053b414e2c1357d61777cce510a5f,train\images\CH240-199-_jpg.rf.6e5053b414e2c1357d61777cce510a5f.jpg,640,640,54
CH240-2-_jpg.rf.0bda411c882d6e7d42cc305027926715,train\images\CH240-2-_jpg.rf.0bda411c882d6e7d42cc305027926715.jpg,640,640,49
CH240-20-_jpg.rf.df9737eacf2be77ef3ba0906d2a949e7,train\images\CH240-20-_jpg.rf.df9737eacf2be77ef3ba0906d2a949e7.jpg,640,640,53
CH240-200-_jpg.rf.915c71091873ae78a5cba9742472c457,train\images\CH240-200-_jpg.rf.915c71091873ae78a5cba9742472c457.jpg,640,640,51
CH240-21-_jpg.rf.24dc9c6012c744b97f07eb6113457a28,train\images\CH240-21-_jpg.rf.24dc9c6012c744b97f07eb6113457a28.jpg,640,640,54
CH240-22-_jpg.rf.85e4c6eec2b4197ffc39a8c6b0859744,train\images\CH240-22-_jpg.rf.85e4c6eec2b4197ffc39a8c6b0859744.jpg,640,640,55
CH240-23-_jpg.rf.4eb124b3f380fb056209b5211c89fecc,train\images\CH240-23-_jpg.rf.4eb124b3f380fb056209b5211c89fecc.jpg,640,640,58
CH240-24-_jpg.rf.4226f3fe42d4a517c4635f6550726dd0,train\images\CH240-24-_jpg.rf.4226f3fe42d4a517c4635f6550726dd0.jpg,640,640,55
CH240-25-_jpg.rf.e06d486f4fe2e439870fa4e0e6a245cf,train\images\CH240-25-_jpg.rf.e06d486f4fe2e439870fa4e0e6a245cf.jpg,640,640,52
CH240-26-_jpg.rf.7e1dc6fca9b9988f8d23af8f7d924502,train\images\CH240-26-_jpg.rf.7e1dc6fca9b9988f8d23af8f7d924502.jpg,640,640,53
CH240-27-_jpg.rf.aafcbb3429ed653449c14603e740678f,train\images\CH240-27-_jpg.rf.aafcbb3429ed653449c14603e740678f.jpg,640,640,49
CH240-28-_jpg.rf.d6efb553db7c951bad5e67efcb8c41af,train\images\CH240-28-_jpg.rf.d6efb553db7c951bad5e67efcb8c41af.jpg,640,640,53
CH240-29-_jpg.rf.fa2aac2784444f30ffee50802ad4f639,train\images\CH240-29-_jpg.rf.fa2aac2784444f30ffee50802ad4f639.jpg,640,640,50
CH240-3-_jpg.rf.84568e88134f16ccf95fe3f648510ea8,train\images\CH240-3-_jpg.rf.84568e88134f16ccf95fe3f648510ea8.jpg,640,640,50
CH240-30-_jpg.rf.0afd8ce84c6ec1c31f22fe1270475c42,train\images\CH240-30-_jpg.rf.0afd8ce84c6ec1c31f22fe1270475c42.jpg,640,640,52
CH240-31-_jpg.rf.e01f9055dab4e1f03d9d7ee2d5d201fd,train\images\CH240-31-_jpg.rf.e01f9055dab4e1f03d9d7ee2d5d201fd.jpg,640,640,52
CH240-32-_jpg.rf.ab3b628fed00931b1b560eab66df4289,train\images\CH240-32-_jpg.rf.ab3b628fed00931b1b560eab66df4289.jpg,640,640,53
CH240-33-_jpg.rf.02a19672b52984365a047a7273128268,train\images\CH240-33-_jpg.rf.02a19672b52984365a047a7273128268.jpg,640,640,53
CH240-34-_jpg.rf.3933e9ab785f363600ec004027dfb21d,train\images\CH240-34-_jpg.rf.3933e9ab785f363600ec004027dfb21d.jpg,640,640,52
CH240-35-_jpg.rf.e9e2522f295c60d113016428463bb88b,train\images\CH240-35-_jpg.rf.e9e2522f295c60d113016428463bb88b.jpg,640,640,53
CH240-36-_jpg.rf.14afeee7fec9f88682730db040c3d1c0,train\images\CH240-36-_jpg.rf.14afeee7fec9f88682730db040c3d1c0.jpg,640,640,53
CH240-37-_jpg.rf.e05261ba10a9d36a2db91043f91eec3b,train\images\CH240-37-_jpg.rf.e05261ba10a9d36a2db91043f91eec3b.jpg,640,640,54
CH240-38-_jpg.rf.50796d29c4798393b0d677bb1bf5a8da,train\images\CH240-38-_jpg.rf.50796d29c4798393b0d677bb1bf5a8da.jpg,640,640,52
CH240-39-_jpg.rf.a1f698246a83d269ef7494acb64ae8a7,train\images\CH240-39-_jpg.rf.a1f698246a83d269ef7494acb64ae8a7.jpg,640,640,51
CH240-4-_jpg.rf.befc2eb18a2752d2bdb052614dca3914,train\images\CH240-4-_jpg.rf.befc2eb18a2752d2bdb052614dca3914.jpg,640,640,47
CH240-40-_jpg.rf.71903d1d0f7a5a3cdd7094f84769f9f5,train\images\CH240-40-_jpg.rf.71903d1d0f7a5a3cdd7094f84769f9f5.jpg,640,640,54
CH240-41-_jpg.rf.6b7d7fcd54ca174f17e4773783e11e15,train\images\CH240-41-_jpg.rf.6b7d7fcd54ca174f17e4773783e11e15.jpg,640,640,51
CH240-42-_jpg.rf.68701f63769345c3ef58a49ed83ebdc8,train\images\CH240-42-_jpg.rf.68701f63769345c3ef58a49ed83ebdc8.jpg,640,640,50
CH240-43-_jpg.rf.4ee5411acfdbda5c1166a829aec739da,train\images\CH240-43-_jpg.rf.4ee5411acfdbda5c1166a829aec739da.jpg,640,640,51
CH240-44-_jpg.rf.1d3043007f830a64609ce7ff15cfd7d3,train\images\CH240-44-_jpg.rf.1d3043007f830a64609ce7ff15cfd7d3.jpg,640,640,53
CH240-45-_jpg.rf.df087eb2f44b64c5fcadf7c956366f39,train\images\CH240-45-_jpg.rf.df087eb2f44b64c5fcadf7c956366f39.jpg,640,640,52
CH240-46-_jpg.rf.e4f02173b64f08271cc70be0d336c400,train\images\CH240-46-_jpg.rf.e4f02173b64f08271cc70be0d336c400.jpg,640,640,50
CH240-47-_jpg.rf.9696ad1c94c90999d1d46f020f32afda,train\images\CH240-47-_jpg.rf.9696ad1c94c90999d1d46f020f32afda.jpg,640,640,49
CH240-48-_jpg.rf.ef7287c35f85d0a2b3427761dbe184db,train\images\CH240-48-_jpg.rf.ef7287c35f85d0a2b3427761dbe184db.jpg,640,640,51
CH240-49-_jpg.rf.e403170d7daba7e57401d22a80199f44,train\images\CH240-49-_jpg.rf.e403170d7daba7e57401d22a80199f44.jpg,640,640,54
CH240-5-_jpg.rf.bd46641aca16e43b25e72c7df5c3ed27,train\images\CH240-5-_jpg.rf.bd46641aca16e43b25e72c7df5c3ed27.jpg,640,640,47
CH240-50-_jpg.rf.a5cc48f93b006c73cc717e482f7e4873,train\images\CH240-50-_jpg.rf.a5cc48f93b006c73cc717e482f7e4873.jpg,640,640,52
CH240-51-_jpg.rf.92ea6d2372d3bab6684e053b246eee9b,train\images\CH240-51-_jpg.rf.92ea6d2372d3bab6684e053b246eee9b.jpg,640,640,55
CH240-52-_jpg.rf.6af1e15b362d873a4a58bfc80652b0ed,train\images\CH240-52-_jpg.rf.6af1e15b362d873a4a58bfc80652b0ed.jpg,640,640,55
CH240-53-_jpg.rf.d49123e6b041b88c2a4cbc766d6fa10b,train\images\CH240-53-_jpg.rf.d49123e6b041b88c2a4cbc766d6fa10b.jpg,640,640,54
CH240-54-_jpg.rf.5fb3765a19b213ac219b8398f09f42cf,train\images\CH240-54-_jpg.rf.5fb3765a19b213ac219b8398f09f42cf.jpg,640,640,55
CH240-55-_jpg.rf.65ef4d78a3a3b8bfb98295baf9df4400,train\images\CH240-55-_jpg.rf.65ef4d78a3a3b8bfb98295baf9df4400.jpg,640,640,52
CH240-56-_jpg.rf.981e04e55fa9082a00b9ee2f2b4f665e,train\images\CH240-56-_jpg.rf.981e04e55fa9082a00b9ee2f2b4f665e.jpg,640,640,54
CH240-57-_jpg.rf.c7084e3b98ef746624becd3459b8831b,train\images\CH240-57-_jpg.rf.c7084e3b98ef746624becd3459b8831b.jpg,640,640,54
CH240-58-_jpg.rf.f8925c81167fd56ae81122e26fb60506,train\images\CH240-58-_jpg.rf.f8925c81167fd56ae81122e26fb60506.jpg,640,640,53
CH240-59-_jpg.rf.1059664db6ca17fe106adb8186b47059,train\images\CH240-59-_jpg.rf.1059664db6ca17fe106adb8186b47059.jpg,640,640,54
CH240-6-_jpg.rf.9239674745ea7cdc39fde61cc234ac1b,train\images\CH240-6-_jpg.rf.9239674745ea7cdc39fde61cc234ac1b.jpg,640,640,57
CH240-60-_jpg.rf.49d0d626f9aac694cd551c029618e7f6,train\images\CH240-60-_jpg.rf.49d0d626f9aac694cd551c029618e7f6.jpg,640,640,53
CH240-61-_jpg.rf.d8e36bc5d5238243951fd7e9f51e6350,train\images\CH240-61-_jpg.rf.d8e36bc5d5238243951fd7e9f51e6350.jpg,640,640,51
CH240-62-_jpg.rf.771a0d25397d7da971827dace4615eeb,train\images\CH240-62-_jpg.rf.771a0d25397d7da971827dace4615eeb.jpg,640,640,52
CH240-63-_jpg.rf.65260095b0736f46792d3d091d753b13,train\images\CH240-63-_jpg.rf.65260095b0736f46792d3d091d753b13.jpg,640,640,53
CH240-64-_jpg.rf.d30a42a80c58ffe1f35ada0371ffc5cf,train\images\CH240-64-_jpg.rf.d30a42a80c58ffe1f35ada0371ffc5cf.jpg,640,640,55
