stem,image,width_px,height_px,bbox_count
frame18_jpg.rf.15105b9f9c0562de4b29073471d18a26,train\images\frame18_jpg.rf.15105b9f9c0562de4b29073471d18a26.jpg,1780,1000,77
frame18_jpg.rf.a5246f6a0bbd1431d77ab287073b1129,valid\images\frame18_jpg.rf.a5246f6a0bbd1431d77ab287073b1129.jpg,1920,1080,82
frame18_jpg.rf.bc5db833b1b92d94475e2327848de38f,train\images\frame18_jpg.rf.bc5db833b1b92d94475e2327848de38f.jpg,1840,1034,95
frame18_jpg.rf.d60f6d8afa6fba9fd08faf86bda0eaa3,train\images\frame18_jpg.rf.d60f6d8afa6fba9fd08faf86bda0eaa3.jpg,1748,982,95
frame19_jpg.rf.9f69266bacc2b5c6ea3ec40da76feb1c,train\images\frame19_jpg.rf.9f69266bacc2b5c6ea3ec40da76feb1c.jpg,1606,902,93
frame19_jpg.rf.dc9ede60877669f9e668adf4634cbd57,train\images\frame19_jpg.rf.dc9ede60877669f9e668adf4634cbd57.jpg,1770,994,116
frame19_jpg.rf.e9bf6f8ad8af912c89bdea75c4ccba7e,train\images\frame19_jpg.rf.e9bf6f8ad8af912c89bdea75c4ccba7e.jpg,1546,870,67
frame1_jpg.rf.10ab6390ccfcfea4bc46748923fe885d,train\images\frame1_jpg.rf.10ab6390ccfcfea4bc46748923fe885d.jpg,1860,1046,125
frame1_jpg.rf.37e5d051088f94dd48c56740d7c0cde8,train\images\frame1_jpg.rf.37e5d051088f94dd48c56740d7c0cde8.jpg,1448,814,88
frame1_jpg.rf.722cd9de8ac83ab53ae7c1090e02a5dd,train\images\frame1_jpg.rf.722cd9de8ac83ab53ae7c1090e02a5dd.jpg,1570,884,90
frame1_jpg.rf.73ee4431cc57fa6f5b1f442b6465395e,train\images\frame1_jpg.rf.73ee4431cc57fa6f5b1f442b6465395e.jpg,1900,1068,131
frame1_jpg.rf.83240e21c7f7a27431df132ae1f766ee,train\images\frame1_jpg.rf.83240e21c7f7a27431df132ae1f766ee.jpg,1770,994,96
frame1_jpg.rf.86e1818df0b9580630c79b277398f9fa,valid\images\frame1_jpg.rf.86e1818df0b9580630c79b277398f9fa.jpg,1920,1080,85
frame1_jpg.rf.aa1a0f99f45a16a02d737db33f2fa0d0,train\images\frame1_jpg.rf.aa1a0f99f45a16a02d737db33f2fa0d0.jpg,1840,1034,103
frame1_jpg.rf.c9b0c1ce7af15c42e4ea3b211e1f20fc,train\images\frame1_jpg.rf.c9b0c1ce7af15c42e4ea3b211e1f20fc.jpg,1616,910,98
frame1_jpg.rf.ee8b37ce348b7bc9276e778fa2269e39,valid\images\frame1_jpg.rf.ee8b37ce348b7bc9276e778fa2269e39.jpg,1920,1080,103
frame20_jpg.rf.d5a3d4ac0e54a0e906f09e230224ea7e,valid\images\frame20_jpg.rf.d5a3d4ac0e54a0e906f09e230224ea7e.jpg,1920,1080,120
frame21_jpg.rf.03d78afb0912edab097ac03e9120d7b4,train\images\frame21_jpg.rf.03d78afb0912edab097ac03e9120d7b4.jpg,1800,1012,116
frame21_jpg.rf.71cfe9ffd75f305d33eb3f18330a0dfd,train\images\frame21_jpg.rf.71cfe9ffd75f305d33eb3f18330a0dfd.jpg,1850,1040,66
frame21_jpg.rf.94cbb0e3b43722e05461be538e4e9a6b,train\images\frame21_jpg.rf.94cbb0e3b43722e05461be538e4e9a6b.jpg,1716,964,86
frame21_jpg.rf.99025b2accfa2d7564c6746e141c930f,train\images\frame21_jpg.rf.99025b2accfa2d7564c6746e141c930f.jpg,1558,876,107
frame21_jpg.rf.b6b306916bd798f398d0446a0102402f,train\images\frame21_jpg.rf.b6b306916bd798f398d0446a0102402f.jpg,1850,1040,102
frame22_jpg.rf.11c5f8c2a96760c436356928945657da,test\images\frame22_jpg.rf.11c5f8c2a96760c436356928945657da.jpg,1920,1080,130
frame22_jpg.rf.2b1b85af357b095602b9ecc90a6aa33e,train\images\frame22_jpg.rf.2b1b85af357b095602b9ecc90a6aa33e.jpg,1850,1040,114
frame22_jpg.rf.7c1782817bd431f5fc611970875c4468,train\images\frame22_jpg.rf.7c1782817bd431f5fc611970875c4468.jpg,1570,884,82
frame22_jpg.rf.a8e1451549a84ccf640d7f65526d7a96,train\images\frame22_jpg.rf.a8e1451549a84ccf640d7f65526d7a96.jpg,1820,1024,127
frame23_jpg.rf.058c2c8f038d316cbd7e039bbe581660,train\images\frame23_jpg.rf.058c2c8f038d316cbd7e039bbe581660.jpg,1738,976,85
frame23_jpg.rf.0fcb440418e69f616cb87e064675cb73,train\images\frame23_jpg.rf.0fcb440418e69f616cb87e064675cb73.jpg,1448,814,69
frame23_jpg.rf.3695217594fe524f6ba35a4a87e2c9e3,train\images\frame23_jpg.rf.3695217594fe524f6ba35a4a87e2c9e3.jpg,1850,1040,108
frame23_jpg.rf.94ea5244b0a0a3dd5e2c730716cecbbc,train\images\frame23_jpg.rf.94ea5244b0a0a3dd5e2c730716cecbbc.jpg,1522,856,62
frame23_jpg.rf.a0843d87bf886773bfb334c575d00dd9,train\images\frame23_jpg.rf.a0843d87bf886773bfb334c575d00dd9.jpg,1684,946,71
frame23_jpg.rf.ba30eb5f0091a28825ab02c5cf115a8b,train\images\frame23_jpg.rf.ba30eb5f0091a28825ab02c5cf115a8b.jpg,1498,842,33
frame24_jpg.rf.308a78a8432b6b9559a51cbbde0d6eb8,train\images\frame24_jpg.rf.308a78a8432b6b9559a51cbbde0d6eb8.jpg,1498,842,54
frame24_jpg.rf.4ac19d5b7297465a65df6efdf46e0cd7,train\images\frame24_jpg.rf.4ac19d5b7297465a65df6efdf46e0cd7.jpg,1672,940,75
frame24_jpg.rf.8937e4023d7dfd4181c5f1332a2b9612,train\images\frame24_jpg.rf.8937e4023d7dfd4181c5f1332a2b9612.jpg,1890,1062,105
frame24_jpg.rf.8af194cc00836920c26ae4cd80c81f77,train\images\frame24_jpg.rf.8af194cc00836920c26ae4cd80c81f77.jpg,1840,1034,85
frame24_jpg.rf.c07d29f5e0c02b273d6ffafaa4f30c2c,train\images\frame24_jpg.rf.c07d29f5e0c02b273d6ffafaa4f30c2c.jpg,1810,1018,123
frame25_jpg.rf.05fc168d1c991ad544707d6c9e82b05a,train\images\frame25_jpg.rf.05fc168d1c991ad544707d6c9e82b05a.jpg,1448,814,73
frame25_jpg.rf.177a96db4d30b71091f8863f1c72e22e,train\images\frame25_jpg.rf.177a96db4d30b71091f8863f1c72e22e.jpg,1716,964,130
frame25_jpg.rf.4aabd319158a4ab9ab839edbf862c7b5,train\images\frame25_jpg.rf.4aabd319158a4ab9ab839edbf862c7b5.jpg,1716,964,76
frame25_jpg.rf.50945c4f9da1a5afa8819e5af5002f07,train\images\frame25_jpg.rf.50945c4f9da1a5afa8819e5af5002f07.jpg,1546,870,70
frame25_jpg.rf.bde820bc56e3d764cf578dfea7e44235,train\images\frame25_jpg.rf.bde820bc56e3d764cf578dfea7e44235.jpg,1462,822,72
frame26_jpg.rf.e6428900afd16f3bb8f501b9c07915b9,valid\images\frame26_jpg.rf.e6428900afd16f3bb8f501b9c07915b9.jpg,1920,1080,105
frame27_jpg.rf.155579709f8331966fa57f5e635c9309,train\images\frame27_jpg.rf.155579709f8331966fa57f5e635c9309.jpg,1498,842,50
frame27_jpg.rf.867cb5829692d2054d86eac99e3e16f6,train\images\frame27_jpg.rf.867cb5829692d2054d86eac99e3e16f6.jpg,1628,916,78
frame27_jpg.rf.9ef4de151055ffdd942d8fd625ff845a,train\images\frame27_jpg.rf.9ef4de151055ffdd942d8fd625ff845a.jpg,1522,856,55
frame27_jpg.rf.c60a65a6d4e038f9cbb16fd62dac6a85,train\images\frame27_jpg.rf.c60a65a6d4e038f9cbb16fd62dac6a85.jpg,1840,1034,96
frame27_jpg.rf.c6f34f9d3ad5dec0bb0db8d6ca5e7212,train\images\frame27_jpg.rf.c6f34f9d3ad5dec0bb0db8d6ca5e7212.jpg,1694,952,48
frame27_jpg.rf.f8cc35c85bb152e6a5cb9e0ef7fb0903,train\images\frame27_jpg.rf.f8cc35c85bb152e6a5cb9e0ef7fb0903.jpg,1748,982,124
frame28_jpg.rf.41600e2f9e8209854ba3cd28b105df31,train\images\frame28_jpg.rf.41600e2f9e8209854ba3cd28b105df31.jpg,1396,786,81
frame28_jpg.rf.6cc1c8e08002243b0f3d1834bce2a2e6,train\images\frame28_jpg.rf.6cc1c8e08002243b0f3d1834bce2a2e6.jpg,1616,910,83
frame28_jpg.rf.7539a3db073e5e2f247787bde541cc43,train\images\frame28_jpg.rf.7539a3db073e5e2f247787bde541cc43.jpg,1738,976,65
frame28_jpg.rf.c8fc841362e87bf52a366233507a4763,train\images\frame28_jpg.rf.c8fc841362e87bf52a366233507a4763.jpg,1628,916,88
frame28_jpg.rf.cd73089a8bd4d63524d00c4750b0bc8e,train\images\frame28_jpg.rf.cd73089a8bd4d63524d00c4750b0bc8e.jpg,1570,884,97
frame28_jpg.rf.dcad26a4e4a8262525caaa1533f59ceb,train\images\frame28_jpg.rf.dcad26a4e4a8262525caaa1533f59ceb.jpg,1396,786,60
frame29_jpg.rf.1aba85717d764bc64a2658535b951f55,train\images\frame29_jpg.rf.1aba85717d764bc64a2658535b951f55.jpg,1706,958,85
frame29_jpg.rf.36d8e67d7648cc5a8765ad31603019ed,train\images\frame29_jpg.rf.36d8e67d7648cc5a8765ad31603019ed.jpg,1462,822,84
frame29_jpg.rf.5ae72a41cc60b574c4b717076aa14078,valid\images\frame29_jpg.rf.5ae72a41cc60b574c4b717076aa14078.jpg,1920,1080,88
frame2_jpg.rf.245ecd6104bcca876af822dcaa13c3ea,train\images\frame2_jpg.rf.245ecd6104bcca876af822dcaa13c3ea.jpg,1356,762,60
frame2_jpg.rf.2c3b1de1d264382de10ad06a76a20858,train\images\frame2_jpg.rf.2c3b1de1d264382de10ad06a76a20858.jpg,1536,864,88
frame2_jpg.rf.616f4015bb4f182b7ebea93c8ad63e4d,train\images\frame2_jpg.rf.616f4015bb4f182b7ebea93c8ad63e4d.jpg,1748,982,124
frame2_jpg.rf.7d792996f8f3b06adcd1e51887b9270b,train\images\frame2_jpg.rf.7d792996f8f3b06adcd1e51887b9270b.jpg,1910,1074,105
frame2_jpg.rf.808fbda1cc07165f713ce2d5bc139c79,train\images\frame2_jpg.rf.808fbda1cc07165f713ce2d5bc139c79.jpg,1920,1080,99
frame2_jpg.rf.816602b2bb5abacf337f0be6eaed735e,train\images\frame2_jpg.rf.816602b2bb5abacf337f0be6eaed735e.jpg,1694,952,99
frame2_jpg.rf.988e02afddf8ee4e1dc54d7ab01d7286,train\images\frame2_jpg.rf.988e02afddf8ee4e1dc54d7ab01d7286.jpg,1650,928,95
frame2_jpg.rf.be282db89cee993fff5c52d0765dc35e,train\images\frame2_jpg.rf.be282db89cee993fff5c52d0765dc35e.jpg,1410,792,55
frame30_jpg.rf.6a6223e8b3b4988075926204952bd234,train\images\frame30_jpg.rf.6a6223e8b3b4988075926204952bd234.jpg,1594,896,70
frame30_jpg.rf.7c2f44f71e4d25ce29c998d14b79150e,train\images\frame30_jpg.rf.7c2f44f71e4d25ce29c998d14b79150e.jpg,1810,1018,56
frame30_jpg.rf.decb00f982787da885db16ece795e1f8,train\images\frame30_jpg.rf.decb00f982787da885db16ece795e1f8.jpg,1640,922,66
frame31_jpg.rf.11bd6ab5014b5b8dc2afea0e67e37d21,train\images\frame31_jpg.rf.11bd6ab5014b5b8dc2afea0e67e37d21.jpg,1738,976,110
frame31_jpg.rf.3cc66b71d6a609b40dd8aef31f7a800a,train\images\frame31_jpg.rf.3cc66b71d6a609b40dd8aef31f7a800a.jpg,1800,1012,117
frame31_jpg.rf.67bf63a5ab4109b4b04e633029705ef8,train\images\frame31_jpg.rf.67bf63a5ab4109b4b04e633029705ef8.jpg,1422,800,57
frame32_jpg.rf.c11e41aa91c50267ba933d6d14d33c95,valid\images\frame32_jpg.rf.c11e41aa91c50267ba933d6d14d33c95.jpg,1920,1080,85
frame33_jpg.rf.528c1ddcf99c681a4123f6b2893fe511,valid\images\frame33_jpg.rf.528c1ddcf99c681a4123f6b2893fe511.jpg,1920,1080,91
frame34_jpg.rf.22a54437abad6cc59adf03253d9ccff7,train\images\frame34_jpg.rf.22a54437abad6cc59adf03253d9ccff7.jpg,1448,814,44
frame34_jpg.rf.3694c947c6e26e65f1bb3c6acd39d6c8,train\images\frame34_jpg.rf.3694c947c6e26e65f1bb3c6acd39d6c8.jpg,1672,940,108
frame34_jpg.rf.5dd58ac56318247d7232f837d0cd5496,train\images\frame34_jpg.rf.5dd58ac56318247d7232f837d0cd5496.jpg,1850,1040,135
frame35_jpg.rf.21a4688d939c99ee93061a3305ee8f06,train\images\frame35_jpg.rf.21a4688d939c99ee93061a3305ee8f06.jpg,1510,850,47
frame35_jpg.rf.98a1475131b31321b4d494f274106a06,train\images\frame35_jpg.rf.98a1475131b31321b4d494f274106a06.jpg,1650,928,55
frame35_jpg.rf.a72013510de9f49a49ffe6b54e8592d2,train\images\frame35_jpg.rf.a72013510de9f49a49ffe6b54e8592d2.jpg,1860,1046,97
frame36_jpg.rf.b780441b27127c33e3ad9d050389bb16,train\images\frame36_jpg.rf.b780441b27127c33e3ad9d050389bb16.jpg,1920,1080,97
frame36_jpg.rf.bc8dbe39e329594d7ae3321bf6884c45,test\images\frame36_jpg.rf.bc8dbe39e329594d7ae3321bf6884c45.jpg,1920,1080,119
frame36_jpg.rf.c23d563fe3d5302e73c56610fa213f21,train\images\frame36_jpg.rf.c23d563fe3d5302e73c56610fa213f21.jpg,1640,922,79
frame36_jpg.rf.ee0508b476dfad1ab2fc18bd69d3b05b,train\images\frame36_jpg.rf.ee0508b476dfad1ab2fc18bd69d3b05b.jpg,1870,1052,125
frame37_jpg.rf.6b204765fc4ed8c29a0ae0a7e7afd199,train\images\frame37_jpg.rf.6b204765fc4ed8c29a0ae0a7e7afd199.jpg,1790,1006,99
frame37_jpg.rf.95af2bcc89d9a1c40a56d4c9478846d9,train\images\frame37_jpg.rf.95af2bcc89d9a1c40a56d4c9478846d9.jpg,1860,1046,122
frame37_jpg.rf.99e80c370ea64c9cf95c42b31d6bce74,train\images\frame37_jpg.rf.99e80c370ea64c9cf95c42b31d6bce74.jpg,1522,856,55
frame38_jpg.rf.88e753ffe8690959f8446ebd5e8f9c1a,valid\images\frame38_jpg.rf.88e753ffe8690959f8446ebd5e8f9c1a.jpg,1920,1080,104
frame39_jpg.rf.b0cbb88c4b81bece0b7c4ff6655fea0a,train\images\frame39_jpg.rf.b0cbb88c4b81bece0b7c4ff6655fea0a.jpg,1706,958,68
frame39_jpg.rf.e3bb44cf2f589a20ec33fcc727e8a593,train\images\frame39_jpg.rf.e3bb44cf2f589a20ec33fcc727e8a593.jpg,1900,1068,73
frame39_jpg.rf.f127717a25a73c87e039d4082a45b3a0,train\images\frame39_jpg.rf.f127717a25a73c87e039d4082a45b3a0.jpg,1628,916,86
frame3_jpg.rf.1b9029e18484474da6d41815b12bce7c,train\images\frame3_jpg.rf.1b9029e18484474da6d41815b12bce7c.jpg,1536,864,61
frame3_jpg.rf.2b60ee31ee8e2a4c793b3d6ae2a0a611,train\images\frame3_jpg.rf.2b60ee31ee8e2a4c793b3d6ae2a0a611.jpg,1410,792,66
frame3_jpg.rf.50d43349bc2af914c3a46539db906f8e,train\images\frame3_jpg.rf.50d43349bc2af914c3a46539db906f8e.jpg,1522,856,65
frame3_jpg.rf.570b356e9b5f162b472523d3ac81f797,train\images\frame3_jpg.rf.570b356e9b5f162b472523d3ac81f797.jpg,1448,814,74
frame3_jpg.rf.747787ee14119de267f0a8e0c80ad1f4,train\images\frame3_jpg.rf.747787ee14119de267f0a8e0c80ad1f4.jpg,1830,1030,136
frame3_jpg.rf.7784b2d533370258151b8182aafa3f39,train\images\frame3_jpg.rf.7784b2d533370258151b8182aafa3f39.jpg,1672,940,99
frame3_jpg.rf.7df45c56b2e0b6fdc0548c052759e11c,train\images\frame3_jpg.rf.7df45c56b2e0b6fdc0548c052759e11c.jpg,1800,1012,99
frame3_jpg.rf.bd04c6ea87716e7b7112c5298a978d8e,train\images\frame3_jpg.rf.bd04c6ea87716e7b7112c5298a978d8e.jpg,1410,792,66
frame3_jpg.rf.d1708399747259e683f9cbce9a4316bd,train\images\frame3_jpg.rf.d1708399747259e683f9cbce9a4316bd.jpg,1498,842,94
frame40_jpg.rf.71d6be267a9786e9654b6d71fee2e15b,test\images\frame40_jpg.rf.71d6be267a9786e9654b6d71fee2e15b.jpg,1920,1080,102
frame41_jpg.rf.40284dfc80e6ed3ed63b1524ced44587,train\images\frame41_jpg.rf.40284dfc80e6ed3ed63b1524ced44587.jpg,1870,1052,100
frame41_jpg.rf.5ba3c341e18a191a4abf4f5da5c0e6bb,train\images\frame41_jpg.rf.5ba3c341e18a191a4abf4f5da5c0e6bb.jpg,1716,964,116
frame41_jpg.rf.7fdfcf3aa1e05dd92394a29967076bbd,train\images\frame41_jpg.rf.7fdfcf3aa1e05dd92394a29967076bbd.jpg,1840,1034,86
frame41_jpg.rf.84a7cea598ec314ab5d2b2c1ef8c2c0b,train\images\frame41_jpg.rf.84a7cea598ec314ab5d2b2c1ef8c2c0b.jpg,1790,1006,148
frame41_jpg.rf.a0526ddd946d01a76ad274439e3085cd,train\images\frame41_jpg.rf.a0526ddd946d01a76ad274439e3085cd.jpg,1706,958,106
frame41_jpg.rf.aa9a7d360642b06e295c30df97f108a0,train\images\frame41_jpg.rf.aa9a7d360642b06e295c30df97f108a0.jpg,1880,1058,93
frame42_jpg.rf.16bd719be2b526cd1a87ac2ac32afd90,train\images\frame42_jpg.rf.16bd719be2b526cd1a87ac2ac32afd90.jpg,1780,1000,109
frame42_jpg.rf.2f2a1e834c543181a3cd9774a7dcf857,train\images\frame42_jpg.rf.2f2a1e834c543181a3cd9774a7dcf857.jpg,1486,836,40
frame42_jpg.rf.bba9642803a0efc1719e01f403f9227c,train\images\frame42_jpg.rf.bba9642803a0efc1719e01f403f9227c.jpg,1810,1018,120
frame42_jpg.rf.cda159d67eff96c8ff4339eff0271eb2,train\images\frame42_jpg.rf.cda159d67eff96c8ff4339eff0271eb2.jpg,1840,1034,105
frame42_jpg.rf.e92092101986a6cd1949bdc9a3b46ca4,train\images\frame42_jpg.rf.e92092101986a6cd1949bdc9a3b46ca4.jpg,1758,988,114
frame43_jpg.rf.2063e4bfbc15ed7fc6d105447283878c,train\images\frame43_jpg.rf.2063e4bfbc15ed7fc6d105447283878c.jpg,1900,1068,135
frame43_jpg.rf.33a0d62d24d3e9865e8da3b32e81a13b,train\images\frame43_jpg.rf.33a0d62d24d3e9865e8da3b32e81a13b.jpg,1662,934,68
frame43_jpg.rf.4e478a86b9eb40a885b22a815aa6b986,train\images\frame43_jpg.rf.4e478a86b9eb40a885b22a815aa6b986.jpg,1716,964,66
frame43_jpg.rf.557b558cd0ab82dbaaa4280c1c32f3a7,valid\images\frame43_jpg.rf.557b558cd0ab82dbaaa4280c1c32f3a7.jpg,1920,1080,111
frame44_jpg.rf.a4bf16a93fecb60233b08680192008e8,train\images\frame44_jpg.rf.a4bf16a93fecb60233b08680192008e8.jpg,1640,922,63
frame44_jpg.rf.aced592c5d3e65c53c0f89ca0a6def14,train\images\frame44_jpg.rf.aced592c5d3e65c53c0f89ca0a6def14.jpg,1522,856,69
frame44_jpg.rf.fa2f362c6f8749d8b89447cb013ada1d,train\images\frame44_jpg.rf.fa2f362c6f8749d8b89447cb013ada1d.jpg,1474,828,74
frame45_jpg.rf.14dccc298c1c41ec34fac96ec4c8118e,train\images\frame45_jpg.rf.14dccc298c1c41ec34fac96ec4c8118e.jpg,1780,1000,128
frame45_jpg.rf.556fef4782d31cff873bbee16ec45119,train\images\frame45_jpg.rf.556fef4782d31cff873bbee16ec45119.jpg,1920,1080,142
frame45_jpg.rf.6a7dc3d9677d7d376439c9186154dce2,train\images\frame45_jpg.rf.6a7dc3d9677d7d376439c9186154dce2.jpg,1706,958,104
frame45_jpg.rf.d1ccd0cba677ac31d23e188caab42008,train\images\frame45_jpg.rf.d1ccd0cba677ac31d23e188caab42008.jpg,1728,972,66
frame45_jpg.rf.d50547f811567c530fd7464d164b4439,train\images\frame45_jpg.rf.d50547f811567c530fd7464d164b4439.jpg,1370,770,68
frame45_jpg.rf.e8b71437858af09ca397fd54162b1c42,train\images\frame45_jpg.rf.e8b71437858af09ca397fd54162b1c42.jpg,1672,940,88
frame46_jpg.rf.4a3218f74ddb62efe4d31e7a429506a1,train\images\frame46_jpg.rf.4a3218f74ddb62efe4d31e7a429506a1.jpg,1770,994,99
frame46_jpg.rf.d0358fb3a7fd0600a0fd9024961716ba,train\images\frame46_jpg.rf.d0358fb3a7fd0600a0fd9024961716ba.jpg,1738,976,94
frame46_jpg.rf.d9ea8021bc0e2e5702813b0be142dac0,train\images\frame46_jpg.rf.d9ea8021bc0e2e5702813b0be142dac0.jpg,1728,972,79
frame47_jpg.rf.7d227b0d6dfea091d7b80ed836245c59,train\images\frame47_jpg.rf.7d227b0d6dfea091d7b80ed836245c59.jpg,1510,850,75
frame47_jpg.rf.e0184021f40ed037141d177367b65382,train\images\frame47_jpg.rf.e0184021f40ed037141d177367b65382.jpg,1474,828,88
frame48_jpg.rf.e56835f04b195ffdf2f357bc089ae6c2,train\images\frame48_jpg.rf.e56835f04b195ffdf2f357bc089ae6c2.jpg,1486,836,95
frame48_jpg.rf.ec98f819e1d13a6a62cdddebf51bebb5,train\images\frame48_jpg.rf.ec98f819e1d13a6a62cdddebf51bebb5.jpg,1356,762,79
frame49_jpg.rf.06121a813e37dbdc8daf4036558be84f,train\images\frame49_jpg.rf.06121a813e37dbdc8daf4036558be84f.jpg,1790,1006,124
frame49_jpg.rf.882951fcecdb4bb5ed52c842c3dec6ea,test\images\frame49_jpg.rf.882951fcecdb4bb5ed52c842c3dec6ea.jpg,1920,1080,125
frame49_jpg.rf.b169187aa02398ecff66522fb30b1f51,train\images\frame49_jpg.rf.b169187aa02398ecff66522fb30b1f51.jpg,1684,946,99
frame49_jpg.rf.e7404f1397a173770a2b44fe48420170,train\images\frame49_jpg.rf.e7404f1397a173770a2b44fe48420170.jpg,1570,884,83
frame4_jpg.rf.2a1d0de672ae5cb3c0511c1ac731602b,test\images\frame4_jpg.rf.2a1d0de672ae5cb3c0511c1ac731602b.jpg,1920,1080,123
