stem,image,width_px,height_px,bbox_count
image-21-_jpg.rf.1009fb2ed1edddc755e648f20172795f,train\images\image-21-_jpg.rf.1009fb2ed1edddc755e648f20172795f.jpg,1000,641,7
image-21-_jpg.rf.c3605193d752ce1d2e8732fb6830aa24,train\images\image-21-_jpg.rf.c3605193d752ce1d2e8732fb6830aa24.jpg,1000,641,7
image-22-_jpg.rf.379ed8c5a258420984f13eb5f8f66f25,train\images\image-22-_jpg.rf.379ed8c5a258420984f13eb5f8f66f25.jpg,745,475,20
image-22-_jpg.rf.42eb08a733322f8305ed504173a258da,train\images\image-22-_jpg.rf.42eb08a733322f8305ed504173a258da.jpg,745,475,20
image-22-_jpg.rf.8f7ab6fa63668320380a1f203a8daa7b,train\images\image-22-_jpg.rf.8f7ab6fa63668320380a1f203a8daa7b.jpg,745,475,20
image-23-_jpg.rf.aec1f02a1fa2dc16448cc7289c332926,valid\images\image-23-_jpg.rf.aec1f02a1fa2dc16448cc7289c332926.jpg,680,382,23
image-24-_jpg.rf.5deac0e77f7935361bf3977837016b2a,train\images\image-24-_jpg.rf.5deac0e77f7935361bf3977837016b2a.jpg,1280,720,30
image-24-_jpg.rf.843e2686a97ba10aa3d78bfdf7d0efc9,train\images\image-24-_jpg.rf.843e2686a97ba10aa3d78bfdf7d0efc9.jpg,1280,720,30
image-24-_jpg.rf.df1b1a191643bd193b6edb70a6ea0636,train\images\image-24-_jpg.rf.df1b1a191643bd193b6edb70a6ea0636.jpg,1280,720,30
image-25-_jpg.rf.8650dc8492275a4193b1a5c97e5a7e45,train\images\image-25-_jpg.rf.8650dc8492275a4193b1a5c97e5a7e45.jpg,1280,720,22
image-25-_jpg.rf.88e761071306b4e1e394bbeb4c54823b,train\images\image-25-_jpg.rf.88e761071306b4e1e394bbeb4c54823b.jpg,1280,720,22
image-25-_jpg.rf.abdb2c19575b08ffcc26e293658adb21,train\images\image-25-_jpg.rf.abdb2c19575b08ffcc26e293658adb21.jpg,1280,720,22
image-26-_jpg.rf.1826de0e9125a6b393ee9ecc8ab6d293,train\images\image-26-_jpg.rf.1826de0e9125a6b393ee9ecc8ab6d293.jpg,1280,720,18
image-26-_jpg.rf.40cedbc2fa06c97a6cd33dcca269868d,train\images\image-26-_jpg.rf.40cedbc2fa06c97a6cd33dcca269868d.jpg,1280,720,18
image-26-_jpg.rf.40d8d146d1c1277d8a87b41f86185c8d,train\images\image-26-_jpg.rf.40d8d146d1c1277d8a87b41f86185c8d.jpg,1280,720,18
image-27-_jpg.rf.7c6963630d92574f25ff4947d930a0d2,train\images\image-27-_jpg.rf.7c6963630d92574f25ff4947d930a0d2.jpg,640,426,16
image-28-_jpg.rf.1cd6dd203b247da9a5d3f529ca0c0edc,train\images\image-28-_jpg.rf.1cd6dd203b247da9a5d3f529ca0c0edc.jpg,1280,720,35
image-28-_jpg.rf.37d693868fd309f49651b252ebeac70e,train\images\image-28-_jpg.rf.37d693868fd309f49651b252ebeac70e.jpg,1280,720,35
image-28-_jpg.rf.cfa4934c3682ad51410c5efe6ae361a2,train\images\image-28-_jpg.rf.cfa4934c3682ad51410c5efe6ae361a2.jpg,1280,720,35
image-29-_jpg.rf.86898cc28547714be4cbf2b85ff8d5f0,train\images\image-29-_jpg.rf.86898cc28547714be4cbf2b85ff8d5f0.jpg,680,358,22
image-29-_jpg.rf.b0ab8e33583399352b0d48cb80f85e7a,train\images\image-29-_jpg.rf.b0ab8e33583399352b0d48cb80f85e7a.jpg,680,358,22
image-30-_jpg.rf.d8acddf142519c0ec5d12a5644318f49,train\images\image-30-_jpg.rf.d8acddf142519c0ec5d12a5644318f49.jpg,1600,1200,28
image-31-_jpg.rf.3cfa788d09649ec86bd175a7d043b1b2,test\images\image-31-_jpg.rf.3cfa788d09649ec86bd175a7d043b1b2.jpg,400,300,18
image-32-_jpg.rf.9161bce7256a81b647ca5fba9dadfa63,train\images\image-32-_jpg.rf.9161bce7256a81b647ca5fba9dadfa63.jpg,900,306,6
image-33-_jpg.rf.60b58db2cda37141413d8e033d948556,valid\images\image-33-_jpg.rf.60b58db2cda37141413d8e033d948556.jpg,1024,768,8
image-34-_jpg.rf.0d1579594adb6807cc5c1a36934bbac6,valid\images\image-34-_jpg.rf.0d1579594adb6807cc5c1a36934bbac6.jpg,760,560,11
image-35-_jpg.rf.2209986f6d42127c587282788eddfa04,train\images\image-35-_jpg.rf.2209986f6d42127c587282788eddfa04.jpg,4032,1860,5
image-35-_jpg.rf.5ff7ce061f57139917739e65165a4f4e,train\images\image-35-_jpg.rf.5ff7ce061f57139917739e65165a4f4e.jpg,4032,1860,5
image-35-_jpg.rf.61bd328c875d45312ac27ff9885f6992,train\images\image-35-_jpg.rf.61bd328c875d45312ac27ff9885f6992.jpg,4032,1860,5
image-36-_jpg.rf.0496d956116a5a1e604715cb849943f8,train\images\image-36-_jpg.rf.0496d956116a5a1e604715cb849943f8.jpg,1280,720,8
image-37-_jpg.rf.37affd30fbce40e92e17ff7636527124,valid\images\image-37-_jpg.rf.37affd30fbce40e92e17ff7636527124.jpg,498,371,14
image-38-_jpg.rf.30f4c09a95a2c49eccd9e9d8efc89356,train\images\image-38-_jpg.rf.30f4c09a95a2c49eccd9e9d8efc89356.jpg,512,326,13
image-38-_jpg.rf.dd4332a4399debd666206dc2c2b28380,train\images\image-38-_jpg.rf.dd4332a4399debd666206dc2c2b28380.jpg,512,326,13
image-38-_jpg.rf.fed302a748b929b4d63ae8b64ade367e,train\images\image-38-_jpg.rf.fed302a748b929b4d63ae8b64ade367e.jpg,512,326,13
image-39-_jpg.rf.e8f85e4dae7f17310063e96f144ad16a,train\images\image-39-_jpg.rf.e8f85e4dae7f17310063e96f144ad16a.jpg,960,720,33
image-41-_jpg.rf.0e4618fd7e33655471d2a9ca04bec3cb,train\images\image-41-_jpg.rf.0e4618fd7e33655471d2a9ca04bec3cb.jpg,1280,720,5
image-41-_jpg.rf.6d2fc120f7c8c55f5fd101af5009a5e7,train\images\image-41-_jpg.rf.6d2fc120f7c8c55f5fd101af5009a5e7.jpg,1280,720,5
image-41-_jpg.rf.a4901af6446bcfcc7db1d2a5695877ef,train\images\image-41-_jpg.rf.a4901af6446bcfcc7db1d2a5695877ef.jpg,1280,720,5
image-42-_jpg.rf.ef0e22196c6053842c66efc06001167d,valid\images\image-42-_jpg.rf.ef0e22196c6053842c66efc06001167d.jpg,644,362,17
image-43-_jpg.rf.5ba3be00b2b0f00263e39070672d9e3b,train\images\image-43-_jpg.rf.5ba3be00b2b0f00263e39070672d9e3b.jpg,1024,768,22
image-44-_jpg.rf.49b5cc45346c57e67667504f53e6063a,train\images\image-44-_jpg.rf.49b5cc45346c57e67667504f53e6063a.jpg,800,600,12
image-44-_jpg.rf.7f0257765857ce3a5475232025e4ba8e,train\images\image-44-_jpg.rf.7f0257765857ce3a5475232025e4ba8e.jpg,800,600,12
image-45-_jpg.rf.0cc7fae01465eb2b40e9da1de5132260,valid\images\image-45-_jpg.rf.0cc7fae01465eb2b40e9da1de5132260.jpg,800,524,20
image-46-_jpg.rf.8bb739b79570dd150e697a7c02c84adb,train\images\image-46-_jpg.rf.8bb739b79570dd150e697a7c02c84adb.jpg,1600,1200,16
image-47-_jpg.rf.2af7900682a14687cc52bacc63380378,train\images\image-47-_jpg.rf.2af7900682a14687cc52bacc63380378.jpg,1280,960,26
image-48-_jpg.rf.2fdfc054810ffdac5ccee4ec7e57cf71,train\images\image-48-_jpg.rf.2fdfc054810ffdac5ccee4ec7e57cf71.jpg,800,600,18
image-48-_jpg.rf.835c29db7ad88bc5146ec243ad2b7fe6,train\images\image-48-_jpg.rf.835c29db7ad88bc5146ec243ad2b7fe6.jpg,800,600,18
image-48-_jpg.rf.8d3957348724f062ca9b5d652ffadd01,train\images\image-48-_jpg.rf.8d3957348724f062ca9b5d652ffadd01.jpg,800,600,18
image-49-_jpg.rf.0d50ca819a8885c56417214a52060466,train\images\image-49-_jpg.rf.0d50ca819a8885c56417214a52060466.jpg,1163,873,15
image-50-_jpg.rf.e177bbc49a5997334bd6aedfd705be27,valid\images\image-50-_jpg.rf.e177bbc49a5997334bd6aedfd705be27.jpg,660,330,15
image-51-_jpg.rf.dce7efc040e0e94d62fcd52fa0bb5999,valid\images\image-51-_jpg.rf.dce7efc040e0e94d62fcd52fa0bb5999.jpg,1200,630,7
image-52-_jpg.rf.8900ddd6fcc25e8192d2037d5e7fa5f4,train\images\image-52-_jpg.rf.8900ddd6fcc25e8192d2037d5e7fa5f4.jpg,1280,720,17
image-52-_jpg.rf.94b284bfb28b76d0e0b7d2ac05d6d21e,train\images\image-52-_jpg.rf.94b284bfb28b76d0e0b7d2ac05d6d21e.jpg,1280,720,17
image-52-_jpg.rf.bed0432e7cb62d2779af34a8dbb0f462,train\images\image-52-_jpg.rf.bed0432e7cb62d2779af34a8dbb0f462.jpg,1280,720,17
image-53-_jpg.rf.e64f86fa831e98433c3946592d9483db,valid\images\image-53-_jpg.rf.e64f86fa831e98433c3946592d9483db.jpg,350,263,9
image-54-_jpg.rf.0a81cbfd9ab4623f8a6d52ea9eb87f3b,train\images\image-54-_jpg.rf.0a81cbfd9ab4623f8a6d52ea9eb87f3b.jpg,1600,1200,30
image-54-_jpg.rf.5d9d802172fe3de528ac5665b3837b45,train\images\image-54-_jpg.rf.5d9d802172fe3de528ac5665b3837b45.jpg,1600,1200,30
image-54-_jpg.rf.ed72115df049ecacb703bb792745624a,train\images\image-54-_jpg.rf.ed72115df049ecacb703bb792745624a.jpg,1600,1200,30
image-55-_jpg.rf.80b35c4f76beda7206b6b4bc14f992cf,train\images\image-55-_jpg.rf.80b35c4f76beda7206b6b4bc14f992cf.jpg,1280,720,17
image-56-_jpg.rf.96e4c8e0f60875625a50c49c18a35b48,train\images\image-56-_jpg.rf.96e4c8e0f60875625a50c49c18a35b48.jpg,150,150,12
image-56-_jpg.rf.c1591b7dc7dfce86208d45bb034da4bf,train\images\image-56-_jpg.rf.c1591b7dc7dfce86208d45bb034da4bf.jpg,150,150,12
image-56-_jpg.rf.eb9cdedc3e87bf988a80d9d2fcc2d649,train\images\image-56-_jpg.rf.eb9cdedc3e87bf988a80d9d2fcc2d649.jpg,150,150,12
image-57-_jpg.rf.aa158ac5b126ffab52230b0441fdf8ee,train\images\image-57-_jpg.rf.aa158ac5b126ffab52230b0441fdf8ee.jpg,1152,768,11
image-58-_jpg.rf.25ff249adb626894a381241d87987ea8,train\images\image-58-_jpg.rf.25ff249adb626894a381241d87987ea8.jpg,626,417,17
image-58-_jpg.rf.3b3fbf724a68b8234735871c026e85b1,train\images\image-58-_jpg.rf.3b3fbf724a68b8234735871c026e85b1.jpg,626,417,17
image-6-_jpg.rf.b242142c92a652082f8fd2533b380f37,test\images\image-6-_jpg.rf.b242142c92a652082f8fd2533b380f37.jpg,800,533,17
image-61-_png.rf.177f28566b1034ec5f13a77cd671eb1e,train\images\image-61-_png.rf.177f28566b1034ec5f13a77cd671eb1e.jpg,620,420,25
image-61-_png.rf.1ceea34b6809deeebbb3e5fedb8014be,train\images\image-61-_png.rf.1ceea34b6809deeebbb3e5fedb8014be.jpg,620,420,25
image-61-_png.rf.f9b6b3a74c1b5570666dfdfeb7947114,train\images\image-61-_png.rf.f9b6b3a74c1b5570666dfdfeb7947114.jpg,620,420,25
image-62-_jpg.rf.2c1d276eb6c07d4c39afdc690973ec83,valid\images\image-62-_jpg.rf.2c1d276eb6c07d4c39afdc690973ec83.jpg,600,450,20
image-64-_jpg.rf.83fcd6008570186e4d562233aabe66d9,valid\images\image-64-_jpg.rf.83fcd6008570186e4d562233aabe66d9.jpg,900,570,30
image-65-_jpg.rf.25bcb5d67d0e241c1b80d19c8a575212,train\images\image-65-_jpg.rf.25bcb5d67d0e241c1b80d19c8a575212.jpg,1280,960,45
image-65-_jpg.rf.707e7eafd58d87f422ee24189dba62ff,train\images\image-65-_jpg.rf.707e7eafd58d87f422ee24189dba62ff.jpg,1280,960,45
image-66-_jpg.rf.4bac09194021d82663991086a6840bb1,valid\images\image-66-_jpg.rf.4bac09194021d82663991086a6840bb1.jpg,608,360,21
image-67-_jpg.rf.c95d06cc7c74c71428e0c52ff43d1493,valid\images\image-67-_jpg.rf.c95d06cc7c74c71428e0c52ff43d1493.jpg,750,562,56
image-68-_jpg.rf.fc44892bc2af62b2194fe8c3c7f9dae6,train\images\image-68-_jpg.rf.fc44892bc2af62b2194fe8c3c7f9dae6.jpg,1500,1500,20
image-69-_jpg.rf.5f4982f93c495fc7733b53f0231556bd,valid\images\image-69-_jpg.rf.5f4982f93c495fc7733b53f0231556bd.jpg,500,375,39
image-7-_jpg.rf.24b9d645f96c5423e7b9d2b824c6dd65,train\images\image-7-_jpg.rf.24b9d645f96c5423e7b9d2b824c6dd65.jpg,2048,1244,96
image-7-_jpg.rf.31b5c1d36a1a046f7ece63816eda4a57,train\images\image-7-_jpg.rf.31b5c1d36a1a046f7ece63816eda4a57.jpg,2048,1244,96
image-73-_jpg.rf.49ec54d3923ebe2d4eabd655aff104e0,train\images\image-73-_jpg.rf.49ec54d3923ebe2d4eabd655aff104e0.jpg,1024,768,40
image-73-_jpg.rf.dedc8c90d3c06f8dd28cae5252b69ac3,train\images\image-73-_jpg.rf.dedc8c90d3c06f8dd28cae5252b69ac3.jpg,1024,768,40
image-73-_jpg.rf.ef56ea4bc612974c11f955e7b5a53426,train\images\image-73-_jpg.rf.ef56ea4bc612974c11f955e7b5a53426.jpg,1024,768,40
image-74-_jpg.rf.44d631fb012759cc450f4035611ed40b,test\images\image-74-_jpg.rf.44d631fb012759cc450f4035611ed40b.jpg,1080,810,29
image-76-_jpg.rf.778c14718c9f64dc255ae3344cfaa0db,test\images\image-76-_jpg.rf.778c14718c9f64dc255ae3344cfaa0db.jpg,1000,750,13
image-77-_jpg.rf.303a7f8e0a960b00d6d8b72afe2fc811,train\images\image-77-_jpg.rf.303a7f8e0a960b00d6d8b72afe2fc811.jpg,1600,1200,30
image-77-_jpg.rf.c95e389e721af54aab461a044539b099,train\images\image-77-_jpg.rf.c95e389e721af54aab461a044539b099.jpg,1600,1200,30
image-78-_jpg.rf.a3dd133b86c70bbd9dec50d50f862014,train\images\image-78-_jpg.rf.a3dd133b86c70bbd9dec50d50f862014.jpg,1600,1200,33
image-79-_jpg.rf.0b75409a0dcb9aa69b1b9680c027c54b,train\images\image-79-_jpg.rf.0b75409a0dcb9aa69b1b9680c027c54b.jpg,1600,1200,31
image-79-_jpg.rf.7c3f55ba75aa88b29657b775331f4c61,train\images\image-79-_jpg.rf.7c3f55ba75aa88b29657b775331f4c61.jpg,1600,1200,31
image-8-_jpg.rf.6ea0a5defd44e2eb5b52203c13b061b1,test\images\image-8-_jpg.rf.6ea0a5defd44e2eb5b52203c13b061b1.jpg,924,693,40
image-80-_jpg.rf.d50339fc0938274e7966e780a8d2a31e,train\images\image-80-_jpg.rf.d50339fc0938274e7966e780a8d2a31e.jpg,1072,1440,35
image-81-_jpg.rf.699ea7ab7d6b0405f4fae676b1630cbe,valid\images\image-81-_jpg.rf.699ea7ab7d6b0405f4fae676b1630cbe.jpg,1280,720,17
image-82-_jpg.rf.133af84e3de37d9e7e1e287f057db47b,valid\images\image-82-_jpg.rf.133af84e3de37d9e7e1e287f057db47b.jpg,1280,720,24
image-83-_jpg.rf.01998f5e3d78aefab6c38a737c5e8fc1,train\images\image-83-_jpg.rf.01998f5e3d78aefab6c38a737c5e8fc1.jpg,2048,1536,25
image-83-_jpg.rf.0818e200103ae23ce284b8c06cfd3bdb,train\images\image-83-_jpg.rf.0818e200103ae23ce284b8c06cfd3bdb.jpg,2048,1536,25
image-83-_jpg.rf.dd4c77f4da2ef4fecc661b6a994ee80c,train\images\image-83-_jpg.rf.dd4c77f4da2ef4fecc661b6a994ee80c.jpg,2048,1536,25
image-84-_jpg.rf.2f2536624ec165acf2058eb718dae04a,train\images\image-84-_jpg.rf.2f2536624ec165acf2058eb718dae04a.jpg,1600,1200,7
image-84-_jpg.rf.4c5f6dc0ec2ca6e46951dc2e68627845,train\images\image-84-_jpg.rf.4c5f6dc0ec2ca6e46951dc2e68627845.jpg,1600,1200,7
image-84-_jpg.rf.fdb309e4117164647b8b83cb85ddce35,train\images\image-84-_jpg.rf.fdb309e4117164647b8b83cb85ddce35.jpg,1600,1200,7
image-85-_jpg.rf.4246b5c226192af3d68f25a27f21c751,train\images\image-85-_jpg.rf.4246b5c226192af3d68f25a27f21c751.jpg,1280,960,16
image-86-_jpg.rf.55ff2595e370860bd4314aea74299d97,train\images\image-86-_jpg.rf.55ff2595e370860bd4314aea74299d97.jpg,226,170,12
image-86-_jpg.rf.ce098df1f683162303a6bb8d68282a89,train\images\image-86-_jpg.rf.ce098df1f683162303a6bb8d68282a89.jpg,226,170,12
image-86-_jpg.rf.f9d568c1bf6b52418e5ecca8315e3e86,train\images\image-86-_jpg.rf.f9d568c1bf6b52418e5ecca8315e3e86.jpg,226,170,12
image-87-_jpg.rf.91826f228ee335da348d920764c98c5f,train\images\image-87-_jpg.rf.91826f228ee335da348d920764c98c5f.jpg,2048,1536,25
image-88-_jpg.rf.43c4e660fb9a1d490b18997fed88280d,valid\images\image-88-_jpg.rf.43c4e660fb9a1d490b18997fed88280d.jpg,1280,720,28
image-90-_jpg.rf.4efa8eec39b81005276f396ed7509e4a,test\images\image-90-_jpg.rf.4efa8eec39b81005276f396ed7509e4a.jpg,1280,720,27
image-91-_jpg.rf.8585350c575dcaaa72cfa7dc4bd55e29,train\images\image-91-_jpg.rf.8585350c575dcaaa72cfa7dc4bd55e29.jpg,1600,1200,25
image-92-_jpg.rf.22978a7bde1b0dc3cf9980e29e2a5664,train\images\image-92-_jpg.rf.22978a7bde1b0dc3cf9980e29e2a5664.jpg,1280,720,10
image-92-_jpg.rf.57bca7412a7ff8bb7d59f665b579f09e,train\images\image-92-_jpg.rf.57bca7412a7ff8bb7d59f665b579f09e.jpg,1280,720,10
image-92-_jpg.rf.a494da67ff05877bf34cbda64ed36d98,train\images\image-92-_jpg.rf.a494da67ff05877bf34cbda64ed36d98.jpg,1280,720,10
image-93-_jpg.rf.03691412a9b20784f94eb1e6a9033fc8,train\images\image-93-_jpg.rf.03691412a9b20784f94eb1e6a9033fc8.jpg,1600,1200,33
image-93-_jpg.rf.7cf80f5ec946b7484ac46fcbdbaa3a5e,train\images\image-93-_jpg.rf.7cf80f5ec946b7484ac46fcbdbaa3a5e.jpg,1600,1200,33
image-94-_jpg.rf.6f0a01344464f497d1af64fd3c963334,test\images\image-94-_jpg.rf.6f0a01344464f497d1af64fd3c963334.jpg,400,266,12
